Passport,Destination,Requirement,duration,passport-id
Canada,Turkmenistan,visa required,0,6118
Canada,Tuvalu,visa on arrival,30,6119
Canada,Turkey,-1,0,6120
Canada,Uganda,e-visa,0,6121
Canada,Ukraine,-1,0,6122
Canada,United Arab Emirates,-1,0,6123
Canada,United Kingdom,-1,0,6124
Canada,United States,-1,0,6125
Canada,Uruguay,-1,0,6126
Canada,Uzbekistan,-1,0,6127
Canada,Vanuatu,-1,0,6128
Canada,Vatican,-1,0,6129
Canada,Venezuela,visa required,0,6130
Canada,Vietnam,e-visa,90,6131
Canada,Yemen,visa required,0,6132
Canada,Zambia,-1,0,6133
Canada,Zimbabwe,visa on arrival,90,6134
Canada,Afghanistan,visa required,0,6135
Canada,Dominica,-1,0,6136
Canada,Haiti,-1,0,6137
Canada,Seychelles,-1,0,6138
Cape Verde,Albania,e-visa,0,6139
Cape Verde,Algeria,visa required,0,6140
Cape Verde,Andorra,visa required,0,6141
Cape Verde,Angola,-1,0,6142
Cape Verde,Antigua and Barbuda,e-visa,0,6143
Cape Verde,Argentina,visa required,0,6144
Cape Verde,Armenia,visa required,0,6145
Cape Verde,Australia,e-visa,0,6146
Cape Verde,Austria,visa required,0,6147
Cape Verde,Azerbaijan,visa required,0,6148
Cape Verde,Bahamas,-1,0,6149
Cape Verde,Bahrain,e-visa,0,6150
Cape Verde,Bangladesh,visa on arrival,30,6151
Cape Verde,Barbados,-1,0,6152
Cape Verde,Belarus,visa required,0,6153
Cape Verde,Belgium,visa required,0,6154
Cape Verde,Belize,visa required,0,6155
Cape Verde,Benin,-1,0,6156
Cape Verde,Bhutan,e-visa,0,6157
Cape Verde,Bolivia,visa on arrival,90,6158
Cape Verde,Bosnia and Herzegovina,visa required,0,6159
Cape Verde,Botswana,e-visa,0,6160
Cape Verde,Brazil,visa required,0,6161
Cape Verde,Brunei,visa required,0,6162
Cape Verde,Bulgaria,visa required,0,6163
Cape Verde,Burkina Faso,visa free,0,6164
Cape Verde,Burundi,visa on arrival,30,6165
Cape Verde,Cambodia,visa on arrival,30,6166
Cape Verde,Cameroon,e-visa,0,6167
Cape Verde,Canada,visa required,0,6168
Cape Verde,Cape Verde,-1,0,6169
Cape Verde,Central African Republic,visa required,0,6170
Cape Verde,Chad,visa required,0,6171
Cape Verde,Chile,visa required,0,6172
Cape Verde,China,visa required,0,6173
Cape Verde,Colombia,e-visa,0,6174
Cape Verde,Comoros,visa on arrival,45,6175
Cape Verde,Congo,visa required,0,6176
Cape Verde,DR Congo,e-visa,90,6177
Cape Verde,Costa Rica,visa required,0,6178
Cape Verde,Ivory Coast,-1,0,6179
Cape Verde,Croatia,visa required,0,6180
Cape Verde,Cuba,visa required,30,6181
Cape Verde,Cyprus,visa required,0,6182
Cape Verde,Czech Republic,visa required,0,6183
Cape Verde,Denmark,visa required,0,6184
Cape Verde,Djibouti,e-visa,90,6185
Cape Verde,Dominican Republic,visa required,0,6186
Cape Verde,Ecuador,-1,0,6187
Cape Verde,Egypt,visa required,0,6188
Cape Verde,El Salvador,e-visa,0,6189
Cape Verde,Equatorial Guinea,e-visa,0,6190
Cape Verde,Eritrea,visa required,0,6191
Cape Verde,Estonia,visa required,0,6192
Cape Verde,Swaziland,visa required,0,6193
Cape Verde,Ethiopia,visa on arrival,90,6194
Cape Verde,Fiji,visa required,0,6195
Cape Verde,Finland,visa required,0,6196
Cape Verde,France,visa required,0,6197
Cape Verde,Gabon,e-visa,90,6198
Cape Verde,Gambia,visa free,0,6199
Cape Verde,Georgia,e-visa,0,6200
Cape Verde,Germany,visa required,0,6201
Cape Verde,Ghana,visa free,0,6202
Cape Verde,Greece,visa required,0,6203
Cape Verde,Grenada,visa required,0,6204
Cape Verde,Guatemala,visa required,0,6205
Cape Verde,Guinea,visa free,0,6206
Cape Verde,Guinea-Bissau,visa free,0,6207
Cape Verde,Guyana,visa required,0,6208
Cape Verde,Honduras,visa required,0,6209
Cape Verde,Hong Kong,-1,0,6210
Cape Verde,Hungary,visa required,0,6211
Cape Verde,Iceland,visa required,0,6212
Cape Verde,India,e-visa,30,6213
Cape Verde,Indonesia,e-visa,0,6214
Cape Verde,Iran,visa on arrival,30,6215
Cape Verde,Iraq,visa required,0,6216
Cape Verde,Ireland,visa required,0,6217
Cape Verde,Israel,visa required,0,6218
Cape Verde,Italy,visa required,0,6219
Cape Verde,Jamaica,visa required,0,6220
Cape Verde,Japan,visa required,0,6221
Cape Verde,Jordan,visa on arrival,0,6222
Cape Verde,Kazakhstan,visa required,0,6223
Cape Verde,Kenya,e-visa,90,6224
Cape Verde,Kiribati,visa required,0,6225
Cape Verde,Kosovo,visa required,0,6226
Cape Verde,Kuwait,visa required,0,6227
Cape Verde,Kyrgyzstan,e-visa,0,6228
Cape Verde,Laos,visa on arrival,30,6229
Cape Verde,Latvia,visa required,0,6230
Cape Verde,Lebanon,visa required,0,6231
Cape Verde,Lesotho,e-visa,14,6232
Cape Verde,Liberia,visa free,0,6233
Cape Verde,Libya,visa required,0,6234
Cape Verde,Liechtenstein,visa required,0,6235
Cape Verde,Lithuania,visa required,0,6236
Cape Verde,Luxembourg,visa required,0,6237
Cape Verde,Macao,-1,0,6238
Cape Verde,Madagascar,visa on arrival,90,6239
Cape Verde,Malawi,visa on arrival,30,6240
Cape Verde,Malaysia,-1,0,6241
Cape Verde,Maldives,visa on arrival,30,6242
Cape Verde,Mali,visa free,0,6243
Cape Verde,Malta,visa required,0,6244
Cape Verde,Marshall Islands,visa on arrival,90,6245
Cape Verde,Mauritania,visa on arrival,0,6246
Cape Verde,Mauritius,-1,0,6247
Cape Verde,Mexico,visa required,0,6248
Cape Verde,Moldova,e-visa,0,6249
Cape Verde,Monaco,visa required,0,6250
Cape Verde,Mongolia,e-visa,0,6251
Cape Verde,Montenegro,visa required,0,6252
Cape Verde,Morocco,visa required,0,6253
Cape Verde,Mozambique,visa on arrival,30,6254
Cape Verde,Myanmar,visa required,0,6255
Cape Verde,Namibia,visa on arrival,90,6256
Cape Verde,Nauru,visa required,0,6257
Cape Verde,Nepal,visa on arrival,150,6258
Cape Verde,Netherlands,visa required,0,6259
Cape Verde,New Zealand,visa required,0,6260
Cape Verde,Nicaragua,visa on arrival,30,6261
Cape Verde,Niger,visa free,0,6262
Cape Verde,Nigeria,visa free,0,6263
Cape Verde,North Korea,visa required,0,6264
Cape Verde,North Macedonia,visa required,0,6265
Cape Verde,Norway,visa required,0,6266
Cape Verde,Oman,e-visa,0,6267
Cape Verde,Pakistan,e-visa,0,6268
Cape Verde,Palau,visa on arrival,30,6269
Cape Verde,Palestine,visa free,0,6270
Cape Verde,Panama,visa required,0,6271
Cape Verde,Papua New Guinea,e-visa,0,6272
Cape Verde,Paraguay,visa required,0,6273
Cape Verde,Peru,visa required,0,6274
Cape Verde,Philippines,-1,0,6275
Cape Verde,Poland,visa required,0,6276
Cape Verde,Portugal,visa required,0,6277
Cape Verde,Qatar,visa required,0,6278
Cape Verde,Romania,visa required,0,6279
Cape Verde,Russia,-1,0,6280
Cape Verde,Rwanda,-1,0,6281
Cape Verde,Saint Kitts and Nevis,e-visa,0,6282
Cape Verde,Saint Lucia,visa on arrival,42,6283
Cape Verde,Samoa,visa on arrival,90,6284
Cape Verde,San Marino,visa required,0,6285
Cape Verde,Sao Tome and Principe,visa free,0,6286
Cape Verde,Saudi Arabia,visa required,0,6287
Cape Verde,Senegal,-1,0,6288
Cape Verde,Serbia,visa required,0,6289
Cape Verde,Sierra Leone,visa free,0,6290
Cape Verde,Singapore,-1,0,6291
Cape Verde,Slovakia,visa required,0,6292
Cape Verde,Slovenia,visa required,0,6293
Cape Verde,Solomon Islands,visa required,0,6294
Cape Verde,Somalia,visa required,0,6295
Cape Verde,South Africa,-1,0,6296
Cape Verde,South Korea,e-visa,0,6297
Cape Verde,South Sudan,e-visa,0,6298
Cape Verde,Spain,visa required,0,6299
Cape Verde,Sri Lanka,e-visa,30,6300
Cape Verde,Saint Vincent and the Grenadines,-1,0,6301
Cape Verde,Sudan,visa required,0,6302
Cape Verde,Suriname,visa required,90,6303
Cape Verde,Sweden,visa required,0,6304
Cape Verde,Switzerland,visa required,0,6305
Cape Verde,Syria,visa required,0,6306
Cape Verde,Taiwan,visa required,0,6307
Cape Verde,Tajikistan,e-visa,0,6308
Cape Verde,Tanzania,visa on arrival,0,6309
Cape Verde,Thailand,visa required,0,6310
Cape Verde,Timor-Leste,-1,0,6311
Cape Verde,Togo,visa free,0,6312
Cape Verde,Tonga,visa required,0,6313
Cape Verde,Trinidad and Tobago,visa required,0,6314
Cape Verde,Tunisia,-1,0,6315
Cape Verde,Turkmenistan,visa required,0,6316
Cape Verde,Tuvalu,visa on arrival,30,6317
Cape Verde,Turkey,visa required,0,6318
Cape Verde,Uganda,e-visa,0,6319
Cape Verde,Ukraine,visa required,0,6320
Cape Verde,United Arab Emirates,visa required,0,6321
Cape Verde,United Kingdom,visa required,0,6322
Cape Verde,United States,visa required,0,6323
Cape Verde,Uruguay,visa required,0,6324
Cape Verde,Uzbekistan,e-visa,30,6325
Cape Verde,Vanuatu,visa required,0,6326
Cape Verde,Vatican,visa required,0,6327
Cape Verde,Venezuela,visa required,0,6328
Cape Verde,Vietnam,e-visa,90,6329
Cape Verde,Yemen,visa required,0,6330
Cape Verde,Zambia,visa on arrival,90,6331
Cape Verde,Zimbabwe,visa on arrival,90,6332
Cape Verde,Afghanistan,visa required,0,6333
Cape Verde,Dominica,-1,0,6334
Cape Verde,Haiti,-1,0,6335
Cape Verde,Seychelles,-1,0,6336
Central African Republic,Albania,e-visa,0,6337
Central African Republic,Algeria,visa required,0,6338
Central African Republic,Andorra,visa required,0,6339
Central African Republic,Angola,visa required,0,6340
Central African Republic,Antigua and Barbuda,e-visa,0,6341
Central African Republic,Argentina,visa required,0,6342
Central African Republic,Armenia,visa required,0,6343
Central African Republic,Australia,e-visa,0,6344
Central African Republic,Austria,visa required,0,6345
Central African Republic,Azerbaijan,visa required,0,6346
Central African Republic,Bahamas,e-visa,0,6347
Central African Republic,Bahrain,e-visa,0,6348
Central African Republic,Bangladesh,visa on arrival,30,6349
Central African Republic,Barbados,-1,0,6350
Central African Republic,Belarus,visa required,0,6351
Central African Republic,Belgium,visa required,0,6352
Central African Republic,Belize,visa required,0,6353
Central African Republic,Benin,-1,0,6354
Central African Republic,Bhutan,e-visa,0,6355
Central African Republic,Bolivia,visa on arrival,90,6356
Central African Republic,Bosnia and Herzegovina,visa required,0,6357
Central African Republic,Botswana,e-visa,0,6358
Central African Republic,Brazil,visa required,0,6359
Central African Republic,Brunei,visa required,0,6360
Central African Republic,Bulgaria,visa required,0,6361
Central African Republic,Burkina Faso,-1,0,6362
Central African Republic,Burundi,visa on arrival,30,6363
Central African Republic,Cambodia,visa on arrival,30,6364
Central African Republic,Cameroon,-1,0,6365
Central African Republic,Canada,visa required,0,6366
Central African Republic,Cape Verde,visa on arrival,0,6367
Central African Republic,Central African Republic,-1,0,6368
Central African Republic,Chad,-1,0,6369
Central African Republic,Chile,visa required,0,6370
Central African Republic,China,visa required,0,6371
Central African Republic,Colombia,e-visa,0,6372
Central African Republic,Comoros,visa on arrival,45,6373
Central African Republic,Congo,-1,0,6374
Central African Republic,DR Congo,e-visa,90,6375
Central African Republic,Costa Rica,visa required,0,6376
Central African Republic,Ivory Coast,-1,0,6377
Central African Republic,Croatia,visa required,0,6378
Central African Republic,Cuba,visa required,30,6379
Central African Republic,Cyprus,visa required,0,6380
Central African Republic,Czech Republic,visa required,0,6381
Central African Republic,Denmark,visa required,0,6382
Central African Republic,Djibouti,e-visa,90,6383
Central African Republic,Dominican Republic,visa required,0,6384
Central African Republic,Ecuador,-1,0,6385
Central African Republic,Egypt,visa required,0,6386
Central African Republic,El Salvador,e-visa,0,6387
Central African Republic,Equatorial Guinea,e-visa,0,6388
Central African Republic,Eritrea,visa required,0,6389
Central African Republic,Estonia,visa required,0,6390
Central African Republic,Swaziland,visa required,0,6391
Central African Republic,Ethiopia,visa on arrival,90,6392
Central African Republic,Fiji,visa required,0,6393
Central African Republic,Finland,visa required,0,6394
Central African Republic,France,visa required,0,6395
Central African Republic,Gabon,e-visa,90,6396
Central African Republic,Gambia,-1,0,6397
Central African Republic,Georgia,e-visa,0,6398
Central African Republic,Germany,visa required,0,6399
Central African Republic,Ghana,visa on arrival,30,6400
Central African Republic,Greece,visa required,0,6401
Central African Republic,Grenada,visa required,0,6402
Central African Republic,Guatemala,visa required,0,6403
Central African Republic,Guinea,e-visa,90,6404
Central African Republic,Guinea-Bissau,visa on arrival,90,6405
Central African Republic,Guyana,visa required,0,6406
Central African Republic,Honduras,visa required,0,6407
Central African Republic,Hong Kong,e-visa,0,6408
Central African Republic,Hungary,visa required,0,6409
Central African Republic,Iceland,visa required,0,6410
Central African Republic,India,visa required,0,6411
Central African Republic,Indonesia,e-visa,0,6412
Central African Republic,Iran,visa on arrival,30,6413
Central African Republic,Iraq,visa required,0,6414
Central African Republic,Ireland,visa required,0,6415
Central African Republic,Israel,visa required,0,6416
Central African Republic,Italy,visa required,0,6417
Central African Republic,Jamaica,visa required,0,6418
Central African Republic,Japan,visa required,0,6419
Central African Republic,Jordan,e-visa,0,6420
Central African Republic,Kazakhstan,e-visa,0,6421
Central African Republic,Kenya,e-visa,90,6422
Central African Republic,Kiribati,visa required,0,6423
Central African Republic,Kosovo,visa required,0,6424
Central African Republic,Kuwait,visa required,0,6425
Central African Republic,Kyrgyzstan,e-visa,0,6426
Central African Republic,Laos,visa on arrival,30,6427
Central African Republic,Latvia,visa required,0,6428
Central African Republic,Lebanon,visa required,0,6429
Central African Republic,Lesotho,e-visa,14,6430
Central African Republic,Liberia,visa required,0,6431
Central African Republic,Libya,visa required,0,6432
Central African Republic,Liechtenstein,visa required,0,6433
Central African Republic,Lithuania,visa required,0,6434
Central African Republic,Luxembourg,visa required,0,6435
Central African Republic,Macao,visa on arrival,30,6436
Central African Republic,Madagascar,visa on arrival,90,6437
Central African Republic,Malawi,e-visa,90,6438
Central African Republic,Malaysia,e-visa,14,6439
Central African Republic,Maldives,visa on arrival,30,6440
Central African Republic,Mali,visa required,0,6441
Central African Republic,Malta,visa required,0,6442
Central African Republic,Marshall Islands,visa required,0,6443
Central African Republic,Mauritania,visa on arrival,0,6444
Central African Republic,Mauritius,visa on arrival,60,6445
Central African Republic,Mexico,visa required,0,6446
Central African Republic,Moldova,e-visa,0,6447
Central African Republic,Monaco,visa required,0,6448
Central African Republic,Mongolia,e-visa,0,6449
Central African Republic,Montenegro,visa required,0,6450
Central African Republic,Morocco,visa required,0,6451
Central African Republic,Mozambique,visa on arrival,30,6452
Central African Republic,Myanmar,visa required,0,6453
Central African Republic,Namibia,visa on arrival,90,6454
Central African Republic,Nauru,visa required,0,6455
Central African Republic,Nepal,visa on arrival,150,6456
Central African Republic,Netherlands,visa required,0,6457
Central African Republic,New Zealand,visa required,0,6458
Central African Republic,Nicaragua,visa on arrival,30,6459
Central African Republic,Niger,visa required,0,6460
Central African Republic,Nigeria,visa on arrival,0,6461
Central African Republic,North Korea,visa required,0,6462
Central African Republic,North Macedonia,visa required,0,6463
Central African Republic,Norway,visa required,0,6464
Central African Republic,Oman,e-visa,0,6465
Central African Republic,Pakistan,e-visa,0,6466
Central African Republic,Palau,visa on arrival,30,6467
Central African Republic,Palestine,visa free,0,6468
Central African Republic,Panama,visa required,0,6469
Central African Republic,Papua New Guinea,e-visa,0,6470
Central African Republic,Paraguay,visa required,0,6471
Central African Republic,Peru,visa required,0,6472
Central African Republic,Philippines,-1,0,6473
Central African Republic,Poland,visa required,0,6474
Central African Republic,Portugal,visa required,0,6475
Central African Republic,Qatar,visa required,0,6476
Central African Republic,Romania,visa required,0,6477
Central African Republic,Russia,visa required,0,6478
Central African Republic,Rwanda,-1,0,6479
Central African Republic,Saint Kitts and Nevis,e-visa,0,6480
Central African Republic,Saint Lucia,visa required,0,6481
Central African Republic,Samoa,visa on arrival,90,6482
Central African Republic,San Marino,visa required,0,6483
Central African Republic,Sao Tome and Principe,e-visa,0,6484
Central African Republic,Saudi Arabia,visa required,0,6485
Central African Republic,Senegal,-1,0,6486
Central African Republic,Serbia,visa required,0,6487
Central African Republic,Sierra Leone,e-visa,0,6488
Central African Republic,Singapore,-1,0,6489
Central African Republic,Slovakia,visa required,0,6490
Central African Republic,Slovenia,visa required,0,6491
Central African Republic,Solomon Islands,visa required,0,6492
Central African Republic,Somalia,visa required,0,6493
Central African Republic,South Africa,visa required,0,6494
Central African Republic,South Korea,e-visa,0,6495
Central African Republic,South Sudan,e-visa,0,6496
Central African Republic,Spain,visa required,0,6497
Central African Republic,Sri Lanka,e-visa,30,6498
Central African Republic,Saint Vincent and the Grenadines,-1,0,6499
Central African Republic,Sudan,visa required,0,6500
Central African Republic,Suriname,visa required,90,6501
Central African Republic,Sweden,visa required,0,6502
Central African Republic,Switzerland,visa required,0,6503
Central African Republic,Syria,visa required,0,6504
Central African Republic,Taiwan,visa required,0,6505
Central African Republic,Tajikistan,e-visa,0,6506
Central African Republic,Tanzania,visa on arrival,0,6507
Central African Republic,Thailand,visa required,0,6508
Central African Republic,Timor-Leste,visa on arrival,30,6509
Central African Republic,Togo,visa on arrival,15,6510
Central African Republic,Tonga,visa required,0,6511
Central African Republic,Trinidad and Tobago,visa required,0,6512
Central African Republic,Tunisia,visa required,0,6513
Central African Republic,Turkmenistan,visa required,0,6514
Central African Republic,Tuvalu,visa on arrival,30,6515
Central African Republic,Turkey,visa required,0,6516
Central African Republic,Uganda,e-visa,0,6517
Central African Republic,Ukraine,visa required,0,6518
Central African Republic,United Arab Emirates,visa required,0,6519
Central African Republic,United Kingdom,visa required,0,6520
Central African Republic,United States,visa required,0,6521
Central African Republic,Uruguay,visa required,0,6522
Central African Republic,Uzbekistan,e-visa,0,6523
Central African Republic,Vanuatu,visa required,0,6524
Central African Republic,Vatican,visa required,0,6525
Central African Republic,Venezuela,visa required,0,6526
Central African Republic,Vietnam,e-visa,90,6527
Central African Republic,Yemen,visa required,0,6528
Central African Republic,Zambia,e-visa,0,6529
Central African Republic,Zimbabwe,e-visa,0,6530
Central African Republic,Afghanistan,visa required,0,6531
Central African Republic,Dominica,-1,0,6532
Central African Republic,Haiti,-1,0,6533
Central African Republic,Seychelles,-1,0,6534
Chad,Albania,e-visa,0,6535
Chad,Algeria,visa required,0,6536
Chad,Andorra,visa required,0,6537
Chad,Angola,visa required,0,6538
Chad,Antigua and Barbuda,e-visa,0,6539
Chad,Argentina,visa required,0,6540
Chad,Armenia,visa required,0,6541
Chad,Australia,e-visa,0,6542
Chad,Austria,visa required,0,6543
Chad,Azerbaijan,visa required,0,6544
Chad,Bahamas,e-visa,0,6545
Chad,Bahrain,e-visa,0,6546
Chad,Bangladesh,visa on arrival,30,6547
Chad,Barbados,-1,0,6548
Chad,Belarus,visa required,0,6549
Chad,Belgium,visa required,0,6550
Chad,Belize,visa required,0,6551
Chad,Benin,-1,0,6552
Chad,Bhutan,e-visa,0,6553
Chad,Bolivia,visa on arrival,90,6554
Chad,Bosnia and Herzegovina,visa required,0,6555
Chad,Botswana,e-visa,0,6556
Chad,Brazil,visa required,0,6557
Chad,Brunei,visa required,0,6558
Chad,Bulgaria,visa required,0,6559
Chad,Burkina Faso,visa on arrival,90,6560
Chad,Burundi,visa on arrival,30,6561
Chad,Cambodia,visa on arrival,30,6562
Chad,Cameroon,-1,0,6563
Chad,Canada,visa required,0,6564
Chad,Cape Verde,visa on arrival,0,6565
Chad,Central African Republic,-1,0,6566
Chad,Chad,-1,0,6567
Chad,Chile,visa required,0,6568
Chad,China,visa required,0,6569
Chad,Colombia,e-visa,0,6570
Chad,Comoros,visa on arrival,45,6571
Chad,Congo,-1,0,6572
Chad,DR Congo,e-visa,90,6573
Chad,Costa Rica,visa required,0,6574
Chad,Ivory Coast,-1,0,6575
Chad,Croatia,visa required,0,6576
Chad,Cuba,visa required,30,6577
Chad,Cyprus,visa required,0,6578
Chad,Czech Republic,visa required,0,6579
Chad,Denmark,visa required,0,6580
Chad,Djibouti,e-visa,90,6581
Chad,Dominican Republic,visa required,0,6582
Chad,Ecuador,e-visa,0,6583
Chad,Egypt,visa required,0,6584
Chad,El Salvador,e-visa,0,6585
Chad,Equatorial Guinea,e-visa,0,6586
Chad,Eritrea,visa required,0,6587
Chad,Estonia,visa required,0,6588
Chad,Swaziland,visa required,0,6589
Chad,Ethiopia,visa on arrival,90,6590
Chad,Fiji,visa required,0,6591
Chad,Finland,visa required,0,6592
Chad,France,visa required,0,6593
Chad,Gabon,e-visa,90,6594
Chad,Gambia,-1,0,6595
Chad,Georgia,e-visa,0,6596
Chad,Germany,visa required,0,6597
Chad,Ghana,visa on arrival,30,6598
Chad,Greece,visa required,0,6599
Chad,Grenada,visa required,0,6600
Chad,Guatemala,visa required,0,6601
Chad,Guinea,e-visa,90,6602
Chad,Guinea-Bissau,visa on arrival,90,6603
Chad,Guyana,visa required,0,6604
Chad,Honduras,visa required,0,6605
Chad,Hong Kong,-1,0,6606
Chad,Hungary,visa required,0,6607
Chad,Iceland,visa required,0,6608
Chad,India,visa required,0,6609
Chad,Indonesia,e-visa,0,6610
Chad,Iran,visa on arrival,30,6611
Chad,Iraq,visa required,0,6612
Chad,Ireland,visa required,0,6613
Chad,Israel,visa required,0,6614
Chad,Italy,visa required,0,6615
Chad,Jamaica,visa required,0,6616
Chad,Japan,visa required,0,6617
Chad,Jordan,e-visa,0,6618
Chad,Kazakhstan,e-visa,0,6619
Chad,Kenya,e-visa,90,6620
Chad,Kiribati,visa required,0,6621
Chad,Kosovo,visa required,0,6622
Chad,Kuwait,visa required,0,6623
Chad,Kyrgyzstan,e-visa,0,6624
Chad,Laos,visa on arrival,30,6625
Chad,Latvia,visa required,0,6626
Chad,Lebanon,visa required,0,6627
Chad,Lesotho,e-visa,14,6628
Chad,Liberia,visa required,0,6629
Chad,Libya,visa required,0,6630
Chad,Liechtenstein,visa required,0,6631
Chad,Lithuania,visa required,0,6632
Chad,Luxembourg,visa required,0,6633
Chad,Macao,visa on arrival,30,6634
Chad,Madagascar,visa on arrival,90,6635
Chad,Malawi,e-visa,90,6636
Chad,Malaysia,-1,0,6637
Chad,Maldives,visa on arrival,30,6638
Chad,Mali,-1,0,6639
Chad,Malta,visa required,0,6640
Chad,Marshall Islands,visa required,0,6641
Chad,Mauritania,visa on arrival,0,6642
Chad,Mauritius,-1,0,6643
Chad,Mexico,visa required,0,6644
Chad,Moldova,e-visa,0,6645
Chad,Monaco,visa required,0,6646
Chad,Mongolia,visa required,0,6647
Chad,Montenegro,visa required,0,6648
Chad,Morocco,visa required,0,6649
Chad,Mozambique,visa on arrival,30,6650
Chad,Myanmar,visa required,0,6651
Chad,Namibia,visa on arrival,90,6652
Chad,Nauru,visa required,0,6653
Chad,Nepal,visa on arrival,150,6654
Chad,Netherlands,visa required,0,6655
Chad,New Zealand,visa required,0,6656
Chad,Nicaragua,visa on arrival,30,6657
Chad,Niger,-1,0,6658
Chad,Nigeria,-1,0,6659
Chad,North Korea,visa required,0,6660
Chad,North Macedonia,visa required,0,6661
Chad,Norway,visa required,0,6662
Chad,Oman,e-visa,0,6663
Chad,Pakistan,e-visa,0,6664
Chad,Palau,visa on arrival,30,6665
Chad,Palestine,visa required,0,6666
Chad,Panama,visa required,0,6667
Chad,Papua New Guinea,e-visa,0,6668
Chad,Paraguay,visa required,0,6669
Chad,Peru,visa required,0,6670
Chad,Philippines,-1,0,6671
Chad,Poland,visa required,0,6672
Chad,Portugal,visa required,0,6673
Chad,Qatar,visa required,0,6674
Chad,Romania,visa required,0,6675
Chad,Russia,visa required,0,6676
Chad,Rwanda,-1,0,6677
Chad,Saint Kitts and Nevis,e-visa,0,6678
Chad,Saint Lucia,visa required,0,6679
Chad,Samoa,visa on arrival,90,6680
Chad,San Marino,visa required,0,6681
Chad,Sao Tome and Principe,e-visa,0,6682
Chad,Saudi Arabia,visa required,0,6683
Chad,Senegal,visa on arrival,30,6684
Chad,Serbia,visa required,0,6685
Chad,Sierra Leone,e-visa,0,6686
Chad,Singapore,-1,0,6687
Chad,Slovakia,visa required,0,6688
Chad,Slovenia,visa required,0,6689
Chad,Solomon Islands,visa required,0,6690
Chad,Somalia,visa required,0,6691
Chad,South Africa,visa required,0,6692
Chad,South Korea,e-visa,0,6693
Chad,South Sudan,e-visa,0,6694
Chad,Spain,visa required,0,6695
Chad,Sri Lanka,e-visa,30,6696
Chad,Saint Vincent and the Grenadines,-1,0,6697
Chad,Sudan,visa required,0,6698
Chad,Suriname,visa required,90,6699
Chad,Sweden,visa required,0,6700
Chad,Switzerland,visa required,0,6701
Chad,Syria,visa required,0,6702
Chad,Taiwan,visa required,0,6703
Chad,Tajikistan,e-visa,0,6704
Chad,Tanzania,e-visa,0,6705
Chad,Thailand,visa required,0,6706
Chad,Timor-Leste,visa on arrival,30,6707
Chad,Togo,visa on arrival,15,6708
Chad,Tonga,visa required,0,6709
Chad,Trinidad and Tobago,visa required,0,6710
Chad,Tunisia,visa required,0,6711
Chad,Turkmenistan,visa required,0,6712
Chad,Tuvalu,visa on arrival,30,6713
Chad,Turkey,visa required,0,6714
Chad,Uganda,e-visa,0,6715
Chad,Ukraine,visa required,0,6716
Chad,United Arab Emirates,visa required,0,6717
Chad,United Kingdom,visa required,0,6718
Chad,United States,visa required,0,6719
Chad,Uruguay,visa required,0,6720
Chad,Uzbekistan,e-visa,0,6721
Chad,Vanuatu,visa required,0,6722
Chad,Vatican,visa required,0,6723
Chad,Venezuela,visa required,0,6724
Chad,Vietnam,e-visa,90,6725
Chad,Yemen,visa required,0,6726
Chad,Zambia,e-visa,0,6727
Chad,Zimbabwe,e-visa,0,6728
Chad,Afghanistan,visa required,0,6729
Chad,Dominica,-1,0,6730
Chad,Haiti,-1,0,6731
Chad,Seychelles,-1,0,6732
Chile,Albania,-1,0,6733
Chile,Algeria,visa required,0,6734
Chile,Andorra,-1,0,6735
Chile,Angola,-1,0,6736
Chile,Antigua and Barbuda,-1,0,6737
Chile,Argentina,-1,0,6738
Chile,Armenia,visa on arrival,120,6739
Chile,Australia,e-visa,0,6740
Chile,Austria,-1,0,6741
Chile,Azerbaijan,e-visa,30,6742
Chile,Bahamas,-1,0,6743
Chile,Bahrain,visa on arrival,30,6744
Chile,Bangladesh,visa on arrival,30,6745
Chile,Barbados,-1,0,6746
Chile,Belarus,-1,0,6747
Chile,Belgium,-1,0,6748
Chile,Belize,-1,0,6749
Chile,Benin,e-visa,0,6750
Chile,Bhutan,e-visa,0,6751
Chile,Bolivia,-1,0,6752
Chile,Bosnia and Herzegovina,-1,0,6753
Chile,Botswana,-1,0,6754
Chile,Brazil,-1,0,6755
Chile,Brunei,visa required,0,6756
Chile,Bulgaria,-1,0,6757
Chile,Burkina Faso,e-visa,0,6758
Chile,Burundi,visa on arrival,30,6759
Chile,Cambodia,visa on arrival,30,6760
Chile,Cameroon,e-visa,0,6761
Chile,Canada,e-visa,180,6762
Chile,Cape Verde,visa on arrival,0,6763
Chile,Central African Republic,visa required,0,6764
Chile,Chad,visa required,0,6765
Chile,Chile,-1,0,6766
Chile,China,visa required,0,6767
Chile,Colombia,-1,0,6768
Chile,Comoros,visa on arrival,45,6769
Chile,Congo,visa required,0,6770
Chile,DR Congo,e-visa,90,6771
Chile,Costa Rica,-1,0,6772
Chile,Ivory Coast,e-visa,90,6773
Chile,Croatia,-1,0,6774
Chile,Cuba,visa required,30,6775
Chile,Cyprus,-1,0,6776
Chile,Czech Republic,-1,0,6777
Chile,Denmark,-1,0,6778
Chile,Djibouti,e-visa,90,6779
Chile,Dominican Republic,visa free,0,6780
Chile,Ecuador,-1,0,6781
Chile,Egypt,visa on arrival,30,6782
Chile,El Salvador,-1,0,6783
